istaigos_kodas;gydytojo_ID;iraso_sukurimo_data;apylinkes_tipas;etatinis_darbo_kruvis
181384061;1106103;2023-08-21 09:05;1;1
181384061;1106791;2023-08-21 09:05;1;0,5
181384061;1106055;2023-08-21 09:05;4;1,5
181384061;1106861;2023-08-21 09:05;4;1
181384061;1106062;2023-08-21 09:05;3;1,5
181384061;1116647;2023-08-21 09:05;4;1
181384061;184570014;2023-08-21 09:05;4;1
181384061;1106854;2023-08-21 09:05;4;1
181384061;451428120;2023-08-21 09:05;4;1
